rank,team_id,team_display_name,track,policy_capability_score,policy_capability_score_label,metric_algorithm,avg_dist_between_incidents_at_fault,avg_dist_between_incidents_at_fault_label,legacy_score,legacy_score_metric,dist_to_gt_trajectory,dist_to_gt_trajectory_label,score,best_score,image_tag,submission_id,status,failure_code,evaluation_backend,submitted_at
59,foxconn-eason,foxconn-eason,pai,1227.788853183648,Policy Capability Score,zoib,0.4032634481426758,Average Distance Between At-Fault Incidents,0.4032634481426758,avg_dist_between_incidents_at_fault,2.085750335085387,Distance to GT Trajectory,1227.788853183648,1227.788853183648,tl-ss-smooth-v1,d419c3bf-80ee-43cb-a950-3ac7d3673d35,SUCCEEDED,,direct-p5,2026-08-04T04:33:39+00:00
60,jongam,Team jongam,pai,1221.5357641768364,Policy Capability Score,zoib,0.7194292685480141,Average Distance Between At-Fault Incidents,0.7194292685480141,avg_dist_between_incidents_at_fault,1.7721546577329828,Distance to GT Trajectory,1221.5357641768364,1221.5357641768364,jm-submit-20260819-v3,97986870-3704-4279-9296-e587d611c5e0,SUCCEEDED,,direct-p5,2026-08-19T09:36:38+00:00
61,foxconn-eason,foxconn-eason,pai,1207.644438262997,Policy Capability Score,zoib,0.42065220698561523,Average Distance Between At-Fault Incidents,0.42065220698561523,avg_dist_between_incidents_at_fault,1.929812751882661,Distance to GT Trajectory,1207.644438262997,1207.644438262997,smooth-brake-holdstop-v1,fdec71a3-a957-49b5-9e92-e7b9e7cc371f,SUCCEEDED,,direct-p5,2026-08-04T09:33:07+00:00
62,jongam,Team jongam,pai,1202.661452113586,Policy Capability Score,zoib,0.4185306388418221,Average Distance Between At-Fault Incidents,0.4185306388418221,avg_dist_between_incidents_at_fault,1.838531458535266,Distance to GT Trajectory,1202.661452113586,1202.661452113586,w8-bf16-lm-head-20260818-v2,e3e63eda-7e83-4f5c-96b6-ffb46f58285a,SUCCEEDED,,direct-p5,2026-08-18T16:14:40+00:00
63,alpain-autonomy,Alpain Autonomy,pai,1218.7933081598228,Policy Capability Score,zoib,0.30069443447640193,Average Distance Between At-Fault Incidents,0.30069443447640193,avg_dist_between_incidents_at_fault,2.5167081219851815,Distance to GT Trajectory,1218.7933081598228,1218.7933081598228,transfuser-v8,e3e00fd1-5212-44d7-a8cd-981923282114,SUCCEEDED,,direct-p5,2026-08-05T08:40:37+00:00
64,foxconn-eason,foxconn-eason,pai,1196.6766526143902,Policy Capability Score,zoib,0.4294925297220088,Average Distance Between At-Fault Incidents,0.4294925297220088,avg_dist_between_incidents_at_fault,1.9878399368672695,Distance to GT Trajectory,1196.6766526143902,1196.6766526143902,brake-holdstop-v1,524e660e-ac6c-43ae-a044-4349ac29c13c,SUCCEEDED,,direct-p5,2026-08-06T00:39:09+00:00
65,crow,CROW,pai,1179.2924391293718,Policy Capability Score,zoib,1.523156354138741,Average Distance Between At-Fault Incidents,1.523156354138741,avg_dist_between_incidents_at_fault,1.530259330336758,Distance to GT Trajectory,1179.2924391293718,1179.2924391293718,aerodynamic-crow,6e489d46-4f13-4218-a41a-d9da0b44bff3,SUCCEEDED,,direct-p5,2026-08-28T13:32:09+00:00
66,metamon,메타몽,pai,1226.2165337004226,Policy Capability Score,zoib,0.21229197077245338,Average Distance Between At-Fault Incidents,0.21229197077245338,avg_dist_between_incidents_at_fault,2.2557650888765153,Distance to GT Trajectory,1226.2165337004226,1226.2165337004226,vavam-soft-route-cudagraph-v6-20260715,434a93f3-cf5b-445e-b858-9b1755350b77,SUCCEEDED,,direct-p5,2026-07-15T06:57:06+00:00
67,simforge-synthetic,Simforge AI,pai,1182.520876681621,Policy Capability Score,zoib,0.7354464171903203,Average Distance Between At-Fault Incidents,0.7354464171903203,avg_dist_between_incidents_at_fault,1.9486536215767667,Distance to GT Trajectory,1182.520876681621,1182.520876681621,sub-20260816a,bc3078c1-f67c-4560-a28f-65ab5f21ed32,SUCCEEDED,,direct-p5,2026-08-16T22:08:09+00:00
68,miss-jetson,missjetson,pai,1192.8118791499528,Policy Capability Score,zoib,0.5879303410026677,Average Distance Between At-Fault Incidents,0.5879303410026677,avg_dist_between_incidents_at_fault,2.056820571738513,Distance to GT Trajectory,1192.8118791499528,1192.8118791499528,onevl-1,adb8420e-ea74-4ba8-9782-9aded354d4bc,SUCCEEDED,,direct-p5,2026-08-19T09:14:38+00:00
