rank,team_id,team_display_name,track,policy_capability_score,policy_capability_score_label,metric_algorithm,avg_dist_between_incidents_at_fault,avg_dist_between_incidents_at_fault_label,legacy_score,legacy_score_metric,dist_to_gt_trajectory,dist_to_gt_trajectory_label,score,best_score,image_tag,submission_id,status,failure_code,evaluation_backend,submitted_at
1,team-alphamale,ILoveAlpamayo,pai,1628.889308453225,Policy Capability Score,zoib,0.4353683498052651,Average Distance Between At-Fault Incidents,0.4353683498052651,avg_dist_between_incidents_at_fault,2.822732000577381,Distance to GT Trajectory,1628.889308453225,1628.889308453225,baseline-k5-medoid,6f8a7bc0-42b2-49c1-895e-1ae613e400ef,SUCCEEDED,,direct-p5,2026-07-31T15:05:36+00:00
2,team-andrew-fox,Team Andrew S,pai,1650.571774835568,Policy Capability Score,zoib,0.45478588549854737,Average Distance Between At-Fault Incidents,0.45478588549854737,avg_dist_between_incidents_at_fault,2.8472363191345615,Distance to GT Trajectory,1650.571774835568,1650.571774835568,v1-leadguard,71b4850a-a032-4a3d-a2b9-26672a7b1d6e,SUCCEEDED,,direct-p5,2026-08-04T03:25:39+00:00
3,lastga,lastGA,pai,1604.826250679565,Policy Capability Score,zoib,0.4286537624653514,Average Distance Between At-Fault Incidents,0.4286537624653514,avg_dist_between_incidents_at_fault,2.823171574216488,Distance to GT Trajectory,1604.826250679565,1604.826250679565,vavam-b-139k-deterministic-baseline-20260720,c4b08c37-9340-4793-bcd2-96a2f0bb3c00,SUCCEEDED,,direct-p5,2026-07-24T10:50:37+00:00
4,fyrian-migu,Fyrian-Migu,pai,1598.1457604204224,Policy Capability Score,zoib,0.3440061654430554,Average Distance Between At-Fault Incidents,0.3440061654430554,avg_dist_between_incidents_at_fault,2.7799939907614926,Distance to GT Trajectory,1598.1457604204224,1598.1457604204224,p9-apf-cg-submit2-20260729-130419,355b0e61-ff54-4e2d-9839-9bcdddda1f1f,SUCCEEDED,,direct-p5,2026-07-29T04:28:36+00:00
5,alpain-autonomy,Alpain Autonomy,pai,1609.4712048840765,Policy Capability Score,zoib,0.5064144181653008,Average Distance Between At-Fault Incidents,0.5064144181653008,avg_dist_between_incidents_at_fault,2.8248467137101,Distance to GT Trajectory,1609.4712048840765,1609.4712048840765,abc-v1,f79da270-918c-43cc-93d4-2c0d54be9040,SUCCEEDED,,direct-p5,2026-08-09T22:29:07+00:00
6,team-alphamale,ILoveAlpamayo,pai,1607.9710687092556,Policy Capability Score,zoib,0.4128818477767571,Average Distance Between At-Fault Incidents,0.4128818477767571,avg_dist_between_incidents_at_fault,2.86550684623073,Distance to GT Trajectory,1607.9710687092556,1607.9710687092556,im-so-done-with-alpamayo,87b245f3-0122-4402-a1e2-330bddabe7f7,SUCCEEDED,,direct-p5,2026-08-19T04:02:44+00:00
7,host,Host,pai,1600,Policy Capability Score,zoib,0.38794912710724744,Average Distance Between At-Fault Incidents,0.38794912710724744,avg_dist_between_incidents_at_fault,2.789016587810132,Distance to GT Trajectory,1600,1600,policy1,9e7cb1c7-ee2b-4dab-90be-ac8bd073925a,SUCCEEDED,,direct-p5,2026-06-15T22:57:07+00:00
8,fyrian-migu,Fyrian-Migu,pai,1591.7122489082567,Policy Capability Score,zoib,0.33019772166832495,Average Distance Between At-Fault Incidents,0.33019772166832495,avg_dist_between_incidents_at_fault,2.757916384336898,Distance to GT Trajectory,1591.7122489082567,1591.7122489082567,p10-ors10-context-risk-v3-20260731-162428,20ab92af-3687-4a67-ae7c-9b22dfe35226,SUCCEEDED,,direct-p5,2026-07-31T11:32:35+00:00
9,team-andrew-fox,Team Andrew S,pai,1597.876720025988,Policy Capability Score,zoib,0.38290854873613916,Average Distance Between At-Fault Incidents,0.38290854873613916,avg_dist_between_incidents_at_fault,2.887816091485013,Distance to GT Trajectory,1597.876720025988,1597.876720025988,v1-k5medoid,0eccb744-a7a3-457a-9edb-d7c271636eb1,SUCCEEDED,,direct-p5,2026-08-05T05:07:37+00:00
10,magma,Team Magma,pai,1592.3129400940866,Policy Capability Score,zoib,0.356897480922526,Average Distance Between At-Fault Incidents,0.356897480922526,avg_dist_between_incidents_at_fault,2.7593127591290743,Distance to GT Trajectory,1592.3129400940866,1592.3129400940866,v4EMA,31dd94ee-2735-4eb8-adb9-f02b73e09709,SUCCEEDED,,direct-p5,2026-07-27T03:02:37+00:00
11,team-rcy,Team RCY,pai,1579.2761261627425,Policy Capability Score,zoib,0.3511518035576412,Average Distance Between At-Fault Incidents,0.3511518035576412,avg_dist_between_incidents_at_fault,2.768108819791829,Distance to GT Trajectory,1579.2761261627425,1579.2761261627425,rc-2,fcb8e283-5861-4751-91cb-6b344de96614,SUCCEEDED,,direct-p5,2026-07-27T03:36:09+00:00
12,alpain-autonomy,Alpain Autonomy,pai,1589.6738643877513,Policy Capability Score,zoib,0.545367830200793,Average Distance Between At-Fault Incidents,0.545367830200793,avg_dist_between_incidents_at_fault,2.88578511749149,Distance to GT Trajectory,1589.6738643877513,1589.6738643877513,abc-v11,7c0064af-3113-497a-8fd0-97f9d3d9a904,SUCCEEDED,,direct-p5,2026-08-27T12:48:39+00:00
13,team-alphamale,ILoveAlpamayo,pai,1593.7533143378205,Policy Capability Score,zoib,0.3900771969598458,Average Distance Between At-Fault Incidents,0.3900771969598458,avg_dist_between_incidents_at_fault,2.7190913273348456,Distance to GT Trajectory,1593.7533143378205,1593.7533143378205,ihatealpamayo_v1,2e811c65-319d-4708-b6cd-af8b8dd65d3e,SUCCEEDED,,direct-p5,2026-08-20T06:24:08+00:00
14,metamon,메타몽,pai,1572.3852962470833,Policy Capability Score,zoib,0.38564936228197616,Average Distance Between At-Fault Incidents,0.38564936228197616,avg_dist_between_incidents_at_fault,2.850494289022641,Distance to GT Trajectory,1572.3852962470833,1572.3852962470833,vavam-noblend-k5medoid-v22-20260829,90b7fd05-af78-4a28-b7bf-bc6791f94a20,SUCCEEDED,,direct-p5,2026-08-28T23:31:08+00:00
15,metamon,메타몽,pai,1578.7729530439012,Policy Capability Score,zoib,0.3733571059391419,Average Distance Between At-Fault Incidents,0.3733571059391419,avg_dist_between_incidents_at_fault,2.736571126380633,Distance to GT Trajectory,1578.7729530439012,1578.7729530439012,vavam-raw-cudagraph-v5-20260715,71c76269-18fd-4014-9cc9-8cf1b8ac7243,SUCCEEDED,,direct-p5,2026-07-15T05:51:35+00:00
16,foxconn-eason,foxconn-eason,pai,1577.0654373829823,Policy Capability Score,zoib,0.35226582082636654,Average Distance Between At-Fault Incidents,0.35226582082636654,avg_dist_between_incidents_at_fault,2.687167623543533,Distance to GT Trajectory,1577.0654373829823,1577.0654373829823,baseline-v1,202df3a2-acff-4a92-880d-c04c8f5ffc77,SUCCEEDED,,direct-p5,2026-07-28T04:05:37+00:00
17,fyrian-migu,Fyrian-Migu,pai,1580.7499000651587,Policy Capability Score,zoib,0.37177473135807326,Average Distance Between At-Fault Incidents,0.37177473135807326,avg_dist_between_incidents_at_fault,2.771267107121273,Distance to GT Trajectory,1580.7499000651587,1580.7499000651587,p12-p9-one-shot-cg-v1-20260731-232330,f172386a-85cc-4632-a38c-245239d95a3f,SUCCEEDED,,direct-p5,2026-07-31T17:09:35+00:00
18,team-aimm-alpha,Team AIMM alpha,pai,1568.2151422072152,Policy Capability Score,zoib,0.3597291534769,Average Distance Between At-Fault Incidents,0.3597291534769,avg_dist_between_incidents_at_fault,2.7182496528295474,Distance to GT Trajectory,1568.2151422072152,1568.2151422072152,vavam-sample-20260804-r1,9a7cd0d8-65b0-4713-b08a-45ec6adf3711,SUCCEEDED,,direct-p5,2026-08-04T19:47:38+00:00
19,metamon,메타몽,pai,1577.905567259063,Policy Capability Score,zoib,0.3574091224570655,Average Distance Between At-Fault Incidents,0.3574091224570655,avg_dist_between_incidents_at_fault,2.738586652409974,Distance to GT Trajectory,1577.905567259063,1577.905567259063,vavam-noblend-k16medoid-v23-20260829,0db9895f-647b-4d6c-8522-05370f21d7da,SUCCEEDED,,direct-p5,2026-08-29T01:09:40+00:00
20,teampeter123456,Team peter,pai,1566.9798575064256,Policy Capability Score,zoib,0.35293713655017606,Average Distance Between At-Fault Incidents,0.35293713655017606,avg_dist_between_incidents_at_fault,2.746055389738312,Distance to GT Trajectory,1566.9798575064256,1566.9798575064256,v1-decel-fallback,2499cc17-a937-48a5-bdfc-fc3a70a95782,SUCCEEDED,,direct-p5,2026-07-31T14:48:36+00:00
21,team-alxpng,Team Alex,pai,1566.6200571699203,Policy Capability Score,zoib,0.3385894675208494,Average Distance Between At-Fault Incidents,0.3385894675208494,avg_dist_between_incidents_at_fault,2.7274107013005797,Distance to GT Trajectory,1566.6200571699203,1566.6200571699203,vavam-baseline-v1,2277ef94-8f8a-45b9-a6df-347c4d9d792e,SUCCEEDED,,direct-p5,2026-07-16T04:18:38+00:00
22,team-andrew-fox,Team Andrew S,pai,1560.2258656572735,Policy Capability Score,zoib,0.5291289948876576,Average Distance Between At-Fault Incidents,0.5291289948876576,avg_dist_between_incidents_at_fault,2.788222862832313,Distance to GT Trajectory,1560.2258656572735,1560.2258656572735,v1h-stop40only,ca9c4217-7345-416b-83be-2aa3af20bb01,SUCCEEDED,,direct-p5,2026-08-09T12:15:36+00:00
23,alpain-autonomy,Alpain Autonomy,pai,1557.8096405163924,Policy Capability Score,zoib,0.33881470667823155,Average Distance Between At-Fault Incidents,0.33881470667823155,avg_dist_between_incidents_at_fault,2.7286078699584304,Distance to GT Trajectory,1557.8096405163924,1557.8096405163924,vavam-cu128-20260702,0a22587c-c62b-4372-9742-ecb22c3cfda6,SUCCEEDED,,direct-p5,2026-07-02T16:24:08+00:00
24,team-rcy,Team RCY,pai,1567.2881620481066,Policy Capability Score,zoib,0.3675545547152631,Average Distance Between At-Fault Incidents,0.3675545547152631,avg_dist_between_incidents_at_fault,2.655996486368215,Distance to GT Trajectory,1567.2881620481066,1567.2881620481066,rc-3,e3221e61-5f01-414e-80ca-a74358db549a,SUCCEEDED,,direct-p5,2026-07-30T04:58:05+00:00
25,team-basiclab,BASICLAB,pai,1548.7133160822732,Policy Capability Score,zoib,0.33977176116248325,Average Distance Between At-Fault Incidents,0.33977176116248325,avg_dist_between_incidents_at_fault,2.759553041272355,Distance to GT Trajectory,1548.7133160822732,1548.7133160822732,vavam-sample-v1,527d67e6-d096-4578-941f-2b11c2a1ec14,SUCCEEDED,,direct-p5,2026-07-15T05:34:37+00:00
26,foxconn-eason,foxconn-eason,pai,1529.7039394399399,Policy Capability Score,zoib,0.37061775064066027,Average Distance Between At-Fault Incidents,0.37061775064066027,avg_dist_between_incidents_at_fault,2.4059230883468072,Distance to GT Trajectory,1529.7039394399399,1529.7039394399399,tl-gt-deadband-1p5,09998e09-0ce7-4155-9c0f-c1e870d9e7e1,SUCCEEDED,,direct-p5,2026-07-29T04:09:38+00:00
27,metamon,메타몽,pai,1533.729436095215,Policy Capability Score,zoib,0.33475538754775347,Average Distance Between At-Fault Incidents,0.33475538754775347,avg_dist_between_incidents_at_fault,2.8327234363574374,Distance to GT Trajectory,1533.729436095215,1533.729436095215,vavam-causal-speed-v7d-20260715,4f81ec61-088a-401a-a7cb-8857851daf58,SUCCEEDED,,direct-p5,2026-07-15T14:21:35+00:00
28,foxconn-eason,foxconn-eason,pai,1509.9683715564952,Policy Capability Score,zoib,0.3671125218721019,Average Distance Between At-Fault Incidents,0.3671125218721019,avg_dist_between_incidents_at_fault,2.7094024712049323,Distance to GT Trajectory,1509.9683715564952,1509.9683715564952,tl-v1,513d8e9d-9d67-492f-a810-9902d9396e81,SUCCEEDED,,direct-p5,2026-07-28T03:37:38+00:00
29,alpain-autonomy,Alpain Autonomy,pai,1487.7250087321536,Policy Capability Score,zoib,0.34360363570481567,Average Distance Between At-Fault Incidents,0.34360363570481567,avg_dist_between_incidents_at_fault,2.645225293218878,Distance to GT Trajectory,1487.7250087321536,1487.7250087321536,redacted-v1,427733ad-0fe1-4777-8593-b789273b5352,SUCCEEDED,,direct-p5,2026-08-06T08:43:08+00:00
30,fox-srdc,Fox SRDC,pai,1456.25870437297,Policy Capability Score,zoib,0.4334911947603406,Average Distance Between At-Fault Incidents,0.4334911947603406,avg_dist_between_incidents_at_fault,2.600601191141932,Distance to GT Trajectory,1456.25870437297,1456.25870437297,fox-driver-async-ema,1cddedd9-01b1-4766-bdfc-bc6281b1c268,SUCCEEDED,,direct-p5,2026-08-19T08:54:07+00:00
31,fox-srdc,Fox SRDC,pai,1442.6083253070904,Policy Capability Score,zoib,0.36891819058007735,Average Distance Between At-Fault Incidents,0.36891819058007735,avg_dist_between_incidents_at_fault,2.492336817739821,Distance to GT Trajectory,1442.6083253070904,1442.6083253070904,fox-driver-s,4d465533-52b4-43b3-80a1-37b8d21781bc,SUCCEEDED,,direct-p5,2026-07-14T03:29:39+00:00
32,teampeter123456,Team peter,pai,1428.4009594582553,Policy Capability Score,zoib,0.30627066850481993,Average Distance Between At-Fault Incidents,0.30627066850481993,avg_dist_between_incidents_at_fault,2.642730213618813,Distance to GT Trajectory,1428.4009594582553,1428.4009594582553,v3,f9cc63be-60b4-43b5-be2d-b9e20307ac0f,SUCCEEDED,,direct-p5,2026-08-28T10:43:08+00:00
33,teampeter123456,Team peter,pai,1423.491070001305,Policy Capability Score,zoib,0.3097247084604214,Average Distance Between At-Fault Incidents,0.3097247084604214,avg_dist_between_incidents_at_fault,2.7538123269508548,Distance to GT Trajectory,1423.491070001305,1423.491070001305,object,6d84a819-f672-42be-952a-1626f1061d5f,SUCCEEDED,,direct-p5,2026-08-14T10:53:08+00:00
34,alpain-autonomy,Alpain Autonomy,pai,1400.0438114530623,Policy Capability Score,zoib,0.5723468695185446,Average Distance Between At-Fault Incidents,0.5723468695185446,avg_dist_between_incidents_at_fault,2.601578321254207,Distance to GT Trajectory,1400.0438114530623,1400.0438114530623,abc-v2,1aacc33e-a28f-4105-9c87-06955f995b71,SUCCEEDED,,direct-p5,2026-08-10T07:11:37+00:00
35,fox-srdc,Fox SRDC,pai,1408.810384073036,Policy Capability Score,zoib,0.3178334360567652,Average Distance Between At-Fault Incidents,0.3178334360567652,avg_dist_between_incidents_at_fault,2.767003647456946,Distance to GT Trajectory,1408.810384073036,1408.810384073036,fox-driver-async-k5,cb73400d-66bf-44a9-a6ca-af613640e1b8,SUCCEEDED,,direct-p5,2026-08-12T08:20:38+00:00
36,team-andrew-fox,Team Andrew S,pai,1399.4353288752827,Policy Capability Score,zoib,0.3838963738668355,Average Distance Between At-Fault Incidents,0.3838963738668355,avg_dist_between_incidents_at_fault,3.020885008919629,Distance to GT Trajectory,1399.4353288752827,1399.4353288752827,v2b-g16b06,9f302592-5bf6-489d-968d-e00f93af55f9,SUCCEEDED,,direct-p5,2026-08-04T01:51:38+00:00
37,team-cmlab,CMLAB,pai,1398.4696989439196,Policy Capability Score,zoib,0.26893186698019395,Average Distance Between At-Fault Incidents,0.26893186698019395,avg_dist_between_incidents_at_fault,2.89752836975473,Distance to GT Trajectory,1398.4696989439196,1398.4696989439196,base4w-v1,88c1731f-80dd-4158-861d-f47d32cd9e3a,SUCCEEDED,,direct-p5,2026-08-18T05:41:09+00:00
38,fox-srdc,Fox SRDC,pai,1363.2447880114216,Policy Capability Score,zoib,0.2969244686775922,Average Distance Between At-Fault Incidents,0.2969244686775922,avg_dist_between_incidents_at_fault,2.815028117267499,Distance to GT Trajectory,1363.2447880114216,1363.2447880114216,fox-driver-async,e6cbd675-580e-4234-9427-b6ad32041052,SUCCEEDED,,direct-p5,2026-08-11T03:31:38+00:00
39,team-andrew-fox,Team Andrew S,pai,1350.8091679363556,Policy Capability Score,zoib,0.3598836695157239,Average Distance Between At-Fault Incidents,0.3598836695157239,avg_dist_between_incidents_at_fault,2.589278050046056,Distance to GT Trajectory,1350.8091679363556,1350.8091679363556,v1b-band10,abfcb08f-bdfc-46ba-9f8b-3706a40016d1,SUCCEEDED,,direct-p5,2026-08-05T16:22:08+00:00
40,rick-g-ntu,Rick G NTU,pai,1349.0765466791531,Policy Capability Score,zoib,0.32283268398593024,Average Distance Between At-Fault Incidents,0.32283268398593024,avg_dist_between_incidents_at_fault,2.7832473003555394,Distance to GT Trajectory,1349.0765466791531,1349.0765466791531,ensemble-e11-v2,97e2037e-f35c-41ef-acdf-8dcd24b765c4,SUCCEEDED,,direct-p5,2026-07-31T17:44:35+00:00
